bitrate
178641783.9548848
179039382.92370763
179127494.4906245
179025392.72245896
178821533.93501374
178230506.09080622
178419388.3726358
178397100.38823986
178153113.19608614
178836839.84511563
178539419.5550829
178651247.43685624
178155348.33060762
179543430.07340243
182176969.18697083
182448156.29601002
182172584.47571096
181652362.83549324
182007972.91611674
182364405.09407568
181844704.5714336
182015418.59219253
181866726.37812176
181254547.9208764
181413728.12443113
181439325.6146619
181337888.24995238
181354085.57841614
181608635.5664429
181685016.82026157
181422040.39902437
181231976.2283995
181893818.49822202
181265606.49294212
181763724.63945636
181196043.5065899
181364745.55348152
181488602.84003383
181494872.92489108
181521072.254828
181370824.5922995
181024586.0304154
181335415.8898188
181624658.32817033
181417928.51485372
181526587.70767638
181302279.6250327
181800701.5894663
181242325.46844193
181542128.18232086
181792312.47210523
181548587.60694468
181374683.0526521
181428217.83080357
181569321.36844048
181065771.18981373
181461739.5176372
181154587.15658706
181524105.1202068
181302779.70913652
181587334.18585214
181106720.44174317
181345298.73748684
181321038.5519707
181410213.47973123
181384892.87807667
181533680.51005054
181225404.90068743
181496877.01881143
180940321.91446644
181264376.1397951
181135598.45970517
181099229.26968995
181333529.013008
181608937.0553342
181093448.16895866
180804365.11373416
181190566.27340347
181557024.534852
181224785.40749225
181062573.72770187
180868046.3263117
181357108.20352143
181383754.81809294
181339591.409638
181255025.0869155
181008940.8858824
181347471.06552586
181080711.09199554
181046751.75190204
181046810.81821194
181288725.4544346
181487562.53671515
180949031.41992924
181187518.93625706
181299672.8559278
181277512.6845756
181247538.08379084
181300202.6650686
181148785.59022796
181349017.61261773
181526980.8192549
181023078.56980336
181214578.37869206
181526627.37218684
181259841.15359056
180993987.06349054
181021693.3417584
181399917.26906142
180963261.5515655
181595316.26780474
181543988.42327717
181435790.56792343
181296247.70922557
181239469.03423283
181505561.14053246
181451352.48222655
181507512.98584148
181174013.67404804
181281493.17688528
181777869.27978575
181164435.2373412
181437650.0606677
181107447.72747788
180769865.07749596
181268795.88525927
180935311.283821
180986162.73201865
181421465.31220174
181138828.19232103
181139514.30344683
181540952.04759756
181059009.3883244
180972608.83546805
181548859.2850464
181049062.40029052
181132448.0000035
181227799.34764108
181447443.8522113
181669099.31440037
181308681.79584447
181448370.45141768
181316315.916253
180770448.58269686
181566851.30850372
180876963.2945543
181104762.83388576
180744044.4531016
180915303.871144
181700270.66305768
181080668.1232443
180801427.9654802
181428963.92883435
181356667.45812032
181733405.72349495
180961347.61226073
181801483.7620665
181449980.7626248
181320911.18157053
181340008.96498904
181449363.48342565
181453189.9010827
181023692.9067093
181347146.12849838
180988077.16441515
181335435.1503652
181002830.85948676
181337650.17415994
181530303.67861712
181223642.0180188
181152944.7030573
181308968.01248243
181040362.83922544
181428669.40254447
180991305.31254172
181412925.15061113
181571102.17291343
181384765.98655176
181172407.08252397
181078677.82944012
181357558.30563673
181159732.9353514
181168803.40839645
181134698.22835374
181068022.8603174
181352925.16526636
181188664.54676917
181299624.74899012
181322945.3504522
181692355.47251835
181103363.66251275
181375093.6407665
181298137.90454444
181468315.88555577
181298020.8413924
181280681.91768613
181335314.17906642
181373114.12986094
181437832.51071206
181639197.0897994
181487588.47219363
181362151.45882514
181353832.7062642
181284152.33778584
181217691.3279491
181222320.2442542
181299063.77378827
181111870.53814933
180889857.76566228
181284262.0696266
181063302.35786378
181212384.9494773
181103447.83495605
181724224.1101088
181478729.13540608
181427677.61014393
181072721.6176084
181210288.5582396
180895590.92946166
180840846.59873036
181268868.99077713
180798712.43027112
180796154.75516257
181691591.6453855
181041667.24732208
180810947.2926329
180958300.15821016
180954088.00504488
181000942.51568314
181306084.41743273
181990167.79337904
182172871.28798306
181913755.11986426
181777910.6108161
182495442.08755186
182018818.1803289
181741828.61020496
181730365.4634918
182044354.7326272
181623012.2764652
181734531.6133136
181570260.63983807
181850332.1142008
181704462.54576454
181769805.98910567
182075812.02700168
182199784.96155977
181642554.75151297
181750195.5793261
182152688.01576874
182008129.6289186
181949744.33855614
181781911.10481057
181891518.26249483
181730979.0480305
181873896.16667837
181750028.57106975
181822520.47881466
181824503.20250025
181913618.87385574
182177289.28130412
181700723.35201475
182053501.75397974
182161911.46173072
181777854.15192646
181990841.09209543
182206207.30852312
181961018.92732668
181174982.3592332
181476541.29752228
181942594.76604784
181780423.54784474
182104477.4823789
182046883.57749894
181968143.26734117
182208644.97070783
182127004.52335
181877572.35980988
182187008.15551725
182324610.1370556
182820070.58762518
182046186.017008
181976888.41719633
181999234.6104969
181863773.2219123
181898427.59834406
181858644.6061039
182433267.65638104
181957990.6112507
181874777.05473438
181923946.92357284
181712290.49715927
182141846.2187714
182248389.63635382
182077417.87260923
182317826.1480696
182194969.80890375
182259796.30470085
182389264.984795
182077521.96438277
182105611.5851401
182032847.54953408
182121057.05867156
182477048.8397475
181892320.45448887
181959230.6968191
182254325.78451973
182570148.27995452
181978466.5190652
182286333.2350053
181980572.63147864
182121339.33333874
182351059.04236546
182392140.69388062
182148346.23637572
181614931.32746235
182195593.88303477
181474646.9053067
181805388.17560643
182256268.61864474
182396893.49548227
182107728.49082392
181372809.99992135
181024028.4384515
181556167.56506544
181896247.73795524
181611851.2802291
181787173.92629254
181593219.95797372
181367850.05904308
182220697.9683121
181916192.36533275
181716007.10316032
181760505.35676506
181655936.89217013
181537376.60515887
181194449.817732
181676106.86265573
181995619.4808354
182008893.6786291
181905360.21478993
181951574.3348031
181545092.86540678
182170280.8965848
181288202.8094571
181719956.5541906
181548267.78019506
181726304.41899502
181794696.45118156
181748293.05229923
182021214.42273465
181383197.34665495
181526022.81015325
181709249.47078943
181450840.70369503
181554485.25495118
181279985.46455994
181763781.50532565
181538783.07993054
181853600.89687842
182300376.92514703
181355185.773035
181546411.80592582
181616348.78842992
181455539.60304332
181223874.71955454
181763657.0058549
181494499.74000078
181925631.1208244
182072604.9418514
181159845.8387243
181346203.63770184
181604351.73388407
181458789.481847
181542793.24980694
181609153.22800252
181696154.24041188
181874169.98525864
181178368.51127622
181402859.0753406
181872893.66520706
181323602.82776794
181838124.49324992
181841089.1159987
181585117.31535986
181620585.62791017
181567951.39178056
181824150.450927
181681861.678822
182003217.9895551
181597644.65097007
181586956.92893663
181883295.51533553
181839026.68417332
181858262.8352982
182040255.15670598
181859582.79851648
181456565.75759667
181734965.37422597
181663562.94999942
181775724.4250909
181767142.9586498
181559679.40099075
181680194.29396302
181994320.0224861
181367559.3492516
181552518.27816066
181543564.41712067
181908391.10882947
181552140.38700145
181655126.6554772
182242196.35553077
181675585.51768145
181862650.01835257
181290382.10794902
181785953.6597036
181909320.57339606
181480991.00777644
181315187.159867
181291833.38839918
181809628.84027138
181802790.61645728
181559266.3410506
181942654.19645137
181915983.17115813
181429375.27335164
181687258.1885461
181146107.26913923
181565496.68897083
181619003.46053898
181467614.52289668
181932698.5420811
181512529.1121594
181879661.24654293
181954526.18846396
181414917.89956552
181266503.2052586
181891157.14880106
181571529.12142012
181474845.1244998
182080032.3980098
182281736.25713572
181997997.84604442
181684541.457404
181763147.47757876
181866598.60812157
181747809.0962135
182170807.1537331
181615701.33294052
181508915.23525774
181880175.37276727
181646144.27502206
182024427.74198937
181589429.05646816
180965041.851765
181106512.89217997
181375340.50400695
181919324.30678895
181044606.2750898
182105976.07308915
181286478.61371863
181674326.8531185
181583352.0740104
181971974.58638614
181140511.1826821
181499281.98762447
181232130.8238599
181375463.72541994
181406678.1927865
181287398.88164464
181354321.7602532
181708366.81959987
181596961.8307531
181503392.63880667
181322720.5791783
181099722.30568805
181407062.17595682
181191311.3747203
180986611.12762946
181626457.63131386
181539887.82822782
181467079.3899759
181522737.43780994
181313675.8923502
181043600.3241486
181241259.3176666
181217135.2115263
180801011.8966775
181158916.79110542
181022308.03980157
181006754.13676408
180909219.1767578
181550312.34701547
181308428.26818705
181079914.78948492
181437241.57730994
181383881.56327006
181227307.91639116
181183524.93671504
181336226.28090325
181436631.4450756
181439491.38449106
181551179.21245122
181344525.09032574
181416018.82122073
181495532.68831015
181358030.9005703
181406237.4712508
181461310.73742616
181473360.16080534
181341062.83479464
181474442.85296106
181376348.8335629
181350059.47915956
181389764.95084962
181272363.56261453
181364754.9220747
181474117.9437685
181515829.11482072
181355334.2941508
181478235.89802742
181525292.81583655
181405248.00095904
181403081.9343737
181422518.14857826
181518348.51149487
181467622.6743171
181443211.338712
181417115.6323545
181436008.24673387
181400022.77483088
181516610.53158557
181501023.62115023
181471933.35842937
181416684.94865045
181432940.88001537
181346109.7361959
181447740.1395749
181430067.56218174
181406290.3238452
181354454.3578778
181408009.20196745
181435063.39913234
181516095.96635342
181489992.89969575
181589070.97018665
181476716.29770505
181477112.60613972
181475743.4234919
181508325.6207936
181446021.02829584
181479364.2139584
181422649.8659191
181522075.7665949
181561996.74916843
181545604.42460912
181485971.54176617
181482956.53671148
181501365.70578903
181502507.1009327
181478886.3845933
181630911.59322095
181569554.1426482
181585208.88116127
181573574.23222104
181578304.4647514
181567816.8952777
181579952.2679593
181671801.70589393
181694030.9654485
181594136.41191712
181556737.15822712
181699484.06936342
181620135.41909274
181629080.54087856
181594694.38058463
181510387.9666966
181451676.78403956
181512670.00032377
181468288.4734132
181478374.09059632
181465407.90312514
181582943.5752978
181565228.57850656
181557377.61031297
181501088.42746514
181515216.96608412
181510745.3959621
181519655.31915057
181431760.0655113
181407762.0516223
181313694.3299496
181341698.18446457
181249398.99158135
181318675.48178998
181298189.93114522
181254054.30606952
181305479.82071882
181250769.49140668
181257422.10332978
